Ensemble_id	GO_Term	type	desc
ENSCAFG00845010578.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845010578.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845010578.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845010578.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845010578.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845031093.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845031093.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845031093.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845031093.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845031093.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845016284.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845016284.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845016284.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845016284.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845016284.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845002822.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845002822.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845002822.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845002822.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845002822.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845016863.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845016863.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845016863.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845016863.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845016863.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845001082.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845001082.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845001082.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845001082.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845001082.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845010798.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845010798.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845010798.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845010798.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845010798.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845018457.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845018457.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845018457.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845018457.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845018457.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845024618.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845024618.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845024618.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845024618.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845024618.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845008936.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845008936.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845008936.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845008936.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845008936.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845022817.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845022817.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845022817.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845022817.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845022817.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845006601.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00845006601.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00845006601.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00845002329.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845002329.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845002329.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845009748.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845009748.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845009748.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845009748.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845009748.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845014700.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845014700.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845014700.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845014700.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845014700.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040009326.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040009326.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040009326.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040009326.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040009326.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845014194.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845014194.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845014194.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845014194.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845014194.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845015953.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845015953.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845012062.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845012062.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845012062.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845012062.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845012062.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040012149.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040012149.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040012149.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040012149.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040012149.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845002332.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845002332.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845013419.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845013419.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845013419.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845024132.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845024132.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845024132.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845024132.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845024132.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845000336.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845000336.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845000336.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845000336.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845000336.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845016833.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845016833.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845016833.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845016833.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845016833.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030007651.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00030007651.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00030007651.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845029430.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845029430.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00040010601.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040010601.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040010601.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040010601.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040010601.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845023094.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845023094.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845023094.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845023094.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845023094.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845012227.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845012227.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845012227.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845012227.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845012227.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845024871.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845024871.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845021438.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00845021438.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00845021438.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00845029362.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845029362.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845029362.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845029362.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845029362.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845028168.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845028168.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845028168.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845028168.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845028168.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845019133.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845019133.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845019133.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845019133.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845019133.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845011962.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845011962.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845011962.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845011962.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845011962.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845026307.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845026307.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845026307.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845029384.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845029384.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845029384.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845029384.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845029384.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845012956.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845012956.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845012956.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845012956.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845012956.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845028957.1	GO:0003735	molecular_function	structural constituent of ribosome
ENSCAFG00845028957.1	GO:0005840	cellular_component	ribosome
ENSCAFG00845008250.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845008250.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845008250.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845008250.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845008250.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845002904.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845002904.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845011650.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845011650.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845011650.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845011650.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845011650.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845006540.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00845006540.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00845006540.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00845020041.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845020041.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845020041.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845020041.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845020041.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845023526.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845023526.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845011049.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845011049.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845011049.1	GO:0015030	cellular_component	Cajal body
ENSCAFG00845013460.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845013460.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013460.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013460.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845013460.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040002319.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040002319.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040002319.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040002319.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040002319.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845011809.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845011809.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845011809.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845028433.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845028433.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845028433.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845028433.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845028433.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845005150.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845005150.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845030773.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00845030773.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00845030773.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00845008722.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845008722.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845008722.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845008722.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845008722.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040011151.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00040011151.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040011151.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040011151.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00040011151.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845029876.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845029876.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845011004.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845011004.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845003325.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845003325.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845003325.1	GO:0015030	cellular_component	Cajal body
ENSCAFG00845009838.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845009838.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845030782.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845030782.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845030782.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845030782.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845030782.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845001042.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845001042.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845001042.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845001042.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845001042.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845031019.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845031019.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845031019.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845031019.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845031019.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845021470.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845021470.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845021470.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845021470.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845021470.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845000039.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845000039.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845000039.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845000039.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845000039.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845023544.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845023544.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845009032.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845009032.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845009032.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845024684.1	GO:0035195	biological_process	miRNA-mediated post-transcriptional gene silencing
ENSCAFG00845024684.1	GO:0016442	cellular_component	RISC complex
ENSCAFG00845006539.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845006539.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845029159.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845029159.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845029159.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845029159.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845029159.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845025466.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845025466.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845025466.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845025466.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845025466.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00000022208.2	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00000022208.2	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00000022208.2	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00000022208.2	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00000022208.2	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030003133.1	GO:0006396	biological_process	RNA processing
ENSCAFG00030003133.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845005199.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845005199.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845001995.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845001995.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845001995.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845001995.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845001995.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845013486.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845013486.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013486.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013486.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845013486.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845028120.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845028120.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845028120.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845028120.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845028120.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845026499.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845026499.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845026499.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845026499.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845026499.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845009788.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845009788.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845000790.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845000790.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845000790.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845000790.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845000790.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845029449.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845029449.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845029449.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845029449.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845029449.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845014888.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845014888.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845014888.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845023883.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845023883.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845023883.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845023883.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845023883.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845016577.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845016577.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845016577.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845016577.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845016577.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845009309.1	GO:0030621	molecular_function	U4 snRNA binding
